cliente;Atrasos;Resposta;TempoRel;valorFatura;GastosAlim;RegRisc;RendaMensal
23982;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
23983;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
23984;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
23985;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
23986;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
23987;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
23988;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
23989;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
23990;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
23991;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
23992;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
23993;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
23994;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
23995;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
23996;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
23997;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
23998;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
23999;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
24000;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24001;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
24002;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
24003;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
24004;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
24005;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
24006;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
24007;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
24008;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
24009;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
24010;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
24011;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
24012;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
24013;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
24014;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
24015;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
24016;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
24017;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;III;1-Até  R1518
24018;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
24019;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
24020;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;IV;2-R$1519 a R$3000
24021;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
24022;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;IV;1-Até  R1518
24023;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;III;2-R$1519 a R$3000
24024;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
24025;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
24026;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
24027;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
24028;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;IV;1-Até  R1518
24029;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
24030;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
24031;2-3 a 15 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;1-Até  R1518
24032;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
24033;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;2-R$1519 a R$3000
24034;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;IV;3-R$3000 a R$4500
24035;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
24036;2-3 a 15 dias;0;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;II;1-Até  R1518
24037;3-15 a 30 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;IV;3-R$3000 a R$4500
24038;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
24039;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
24040;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;II;4-mais de R$4500
24041;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
24042;3-15 a 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;III;2-R$1519 a R$3000
24043;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
24044;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;IV;3-R$3000 a R$4500
24045;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
24046;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;II;3-R$3000 a R$4500
24047;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24048;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
24049;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
24050;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;IV;2-R$1519 a R$3000
24051;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;II;1-Até  R1518
24052;1-Até 3 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
24053;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
24054;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;I;4-mais de R$4500
24055;4-Mais de 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
24056;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;2-10% a 20%;I;4-mais de R$4500
24057;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;1-Até  R1518
24058;2-3 a 15 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
24059;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;4-mais de R$4500
24060;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
24061;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;IV;4-mais de R$4500
24062;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
24063;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
24064;4-Mais de 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
24065;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
24066;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
24067;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;3-R$3000 a R$4500
24068;3-15 a 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;IV;4-mais de R$4500
24069;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
24070;1-Até 3 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;IV;1-Até  R1518
24071;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;2-R$1519 a R$3000
24072;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
24073;4-Mais de 30 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;I;3-R$3000 a R$4500
24074;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;III;2-R$1519 a R$3000
24075;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;IV;1-Até  R1518
24076;3-15 a 30 dias;1;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;III;2-R$1519 a R$3000
24077;3-15 a 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
24078;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
24079;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;3-R$3000 a R$4500
24080;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;2-10% a 20%;III;1-Até  R1518
24081;1-Até 3 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
24082;2-3 a 15 dias;1;4-mais 8 anos;3-R$800 a R$1499;1-Até 10%;II;1-Até  R1518
24083;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;I;3-R$3000 a R$4500
24084;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;4-mais de R$4500
24085;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;2-R$1519 a R$3000
24086;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
24087;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;3-20% a 30%;IV;1-Até  R1518
24088;4-Mais de 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;IV;2-R$1519 a R$3000
24089;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
24090;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;4-30% e mais;II;1-Até  R1518
24091;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;II;2-R$1519 a R$3000
24092;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;3-R$3000 a R$4500
24093;3-15 a 30 dias;0;2-1 a 3 anos;3-R$800 a R$1499;4-30% e mais;I;4-mais de R$4500
24094;4-Mais de 30 dias;1;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;II;1-Até  R1518
24095;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;4-30% e mais;III;1-Até  R1518
24096;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;1-Até  R1518
24097;1-Até 3 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;III;1-Até  R1518
24098;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;2-R$1519 a R$3000
24099;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;I;4-mais de R$4500
24100;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;4-mais de R$4500
24101;2-3 a 15 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
24102;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;II;4-mais de R$4500
24103;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
24104;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;1-Até  R1518
24105;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
24106;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
24107;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
24108;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
24109;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;III;1-Até  R1518
24110;4-Mais de 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;2-R$1519 a R$3000
24111;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;III;1-Até  R1518
24112;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;III;4-mais de R$4500
24113;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;IV;3-R$3000 a R$4500
24114;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
24115;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;III;3-R$3000 a R$4500
24116;4-Mais de 30 dias;0;1-até 1 ano;4-R$1500 e mais;4-30% e mais;III;3-R$3000 a R$4500
24117;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;IV;3-R$3000 a R$4500
24118;2-3 a 15 dias;0;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
24119;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;2-R$1519 a R$3000
24120;2-3 a 15 dias;1;2-1 a 3 anos;1-Até R$250;3-20% a 30%;I;2-R$1519 a R$3000
24121;2-3 a 15 dias;0;2-1 a 3 anos;3-R$800 a R$1499;1-Até 10%;II;3-R$3000 a R$4500
24122;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;1-Até 10%;I;1-Até  R1518
24123;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
24124;1-Até 3 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;I;1-Até  R1518
24125;4-Mais de 30 dias;1;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;III;4-mais de R$4500
24126;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;I;1-Até  R1518
24127;1-Até 3 dias;0;3-3 a 8 anos;3-R$800 a R$1499;1-Até 10%;I;2-R$1519 a R$3000
24128;3-15 a 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
24129;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
24130;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;III;1-Até  R1518
24131;4-Mais de 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;I;4-mais de R$4500
24132;4-Mais de 30 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;II;3-R$3000 a R$4500
24133;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;3-20% a 30%;II;1-Até  R1518
24134;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;3-20% a 30%;II;1-Até  R1518
24135;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
24136;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
24137;1-Até 3 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;3-R$3000 a R$4500
24138;3-15 a 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;I;2-R$1519 a R$3000
24139;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;IV;2-R$1519 a R$3000
24140;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
24141;4-Mais de 30 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
24142;1-Até 3 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
24143;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
24144;2-3 a 15 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;III;4-mais de R$4500
24145;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24146;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;4-30% e mais;II;1-Até  R1518
24147;2-3 a 15 dias;0;3-3 a 8 anos;3-R$800 a R$1499;4-30% e mais;III;2-R$1519 a R$3000
24148;2-3 a 15 dias;0;4-mais 8 anos;3-R$800 a R$1499;4-30% e mais;III;3-R$3000 a R$4500
24149;1-Até 3 dias;0;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;III;4-mais de R$4500
24150;3-15 a 30 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;IV;3-R$3000 a R$4500
24151;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;3-20% a 30%;II;4-mais de R$4500
24152;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
24153;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;1-Até 10%;II;1-Até  R1518
24154;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;2-R$1519 a R$3000
24155;4-Mais de 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;2-R$1519 a R$3000
24156;2-3 a 15 dias;0;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;III;3-R$3000 a R$4500
24157;3-15 a 30 dias;1;3-3 a 8 anos;2-R$250 a R$8000;1-Até 10%;I;3-R$3000 a R$4500
24158;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;II;4-mais de R$4500
24159;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
24160;1-Até 3 dias;0;4-mais 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
24161;2-3 a 15 dias;1;2-1 a 3 anos;4-R$1500 e mais;4-30% e mais;I;3-R$3000 a R$4500
24162;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;II;3-R$3000 a R$4500
24163;2-3 a 15 dias;0;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;3-R$3000 a R$4500
24164;1-Até 3 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;3-R$3000 a R$4500
24165;2-3 a 15 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24166;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;I;2-R$1519 a R$3000
24167;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;III;3-R$3000 a R$4500
24168;3-15 a 30 dias;0;3-3 a 8 anos;1-Até R$250;4-30% e mais;IV;4-mais de R$4500
24169;4-Mais de 30 dias;1;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;I;1-Até  R1518
24170;2-3 a 15 dias;0;1-até 1 ano;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
24171;2-3 a 15 dias;1;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;3-R$3000 a R$4500
24172;1-Até 3 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
24173;4-Mais de 30 dias;1;2-1 a 3 anos;3-R$800 a R$1499;2-10% a 20%;II;1-Até  R1518
24174;2-3 a 15 dias;0;3-3 a 8 anos;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
24175;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;III;2-R$1519 a R$3000
24176;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;III;2-R$1519 a R$3000
24177;1-Até 3 dias;0;2-1 a 3 anos;3-R$800 a R$1499;3-20% a 30%;IV;4-mais de R$4500
24178;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;I;3-R$3000 a R$4500
24179;1-Até 3 dias;0;1-até 1 ano;2-R$250 a R$8000;1-Até 10%;IV;4-mais de R$4500
24180;2-3 a 15 dias;1;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
24181;4-Mais de 30 dias;1;1-até 1 ano;4-R$1500 e mais;3-20% a 30%;IV;4-mais de R$4500
24182;3-15 a 30 dias;1;4-mais 8 anos;1-Até R$250;4-30% e mais;I;1-Até  R1518
24183;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;3-20% a 30%;II;4-mais de R$4500
24184;4-Mais de 30 dias;1;2-1 a 3 anos;4-R$1500 e mais;1-Até 10%;II;2-R$1519 a R$3000
24185;2-3 a 15 dias;0;3-3 a 8 anos;2-R$250 a R$8000;4-30% e mais;II;2-R$1519 a R$3000
24186;1-Até 3 dias;0;3-3 a 8 anos;1-Até R$250;2-10% a 20%;III;4-mais de R$4500
24187;1-Até 3 dias;0;1-até 1 ano;1-Até R$250;1-Até 10%;IV;2-R$1519 a R$3000
24188;1-Até 3 dias;0;4-mais 8 anos;1-Até R$250;3-20% a 30%;IV;3-R$3000 a R$4500
24189;2-3 a 15 dias;0;1-até 1 ano;1-Até R$250;3-20% a 30%;II;1-Até  R1518
24190;3-15 a 30 dias;0;3-3 a 8 anos;2-R$250 a R$8000;3-20% a 30%;IV;4-mais de R$4500
24191;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;3-20% a 30%;I;3-R$3000 a R$4500
24192;2-3 a 15 dias;0;2-1 a 3 anos;2-R$250 a R$8000;4-30% e mais;IV;4-mais de R$4500
24193;3-15 a 30 dias;1;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;2-R$1519 a R$3000
24194;3-15 a 30 dias;1;1-até 1 ano;2-R$250 a R$8000;2-10% a 20%;III;4-mais de R$4500
24195;3-15 a 30 dias;1;3-3 a 8 anos;3-R$800 a R$1499;2-10% a 20%;II;2-R$1519 a R$3000
24196;1-Até 3 dias;1;3-3 a 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
24197;1-Até 3 dias;1;1-até 1 ano;4-R$1500 e mais;2-10% a 20%;I;2-R$1519 a R$3000
24198;4-Mais de 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;I;1-Até  R1518
24199;3-15 a 30 dias;1;1-até 1 ano;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24200;3-15 a 30 dias;0;4-mais 8 anos;4-R$1500 e mais;4-30% e mais;IV;1-Até  R1518
24201;4-Mais de 30 dias;0;2-1 a 3 anos;4-R$1500 e mais;2-10% a 20%;IV;2-R$1519 a R$3000
24202;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;2-10% a 20%;I;4-mais de R$4500
24203;3-15 a 30 dias;1;3-3 a 8 anos;1-Até R$250;2-10% a 20%;II;1-Até  R1518
24204;4-Mais de 30 dias;0;1-até 1 ano;2-R$250 a R$8000;4-30% e mais;II;1-Até  R1518
24205;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;1-Até 10%;II;1-Até  R1518
24206;1-Até 3 dias;0;3-3 a 8 anos;4-R$1500 e mais;4-30% e mais;III;2-R$1519 a R$3000
24207;1-Até 3 dias;0;3-3 a 8 anos;2-R$250 a R$8000;2-10% a 20%;IV;1-Até  R1518
24208;1-Até 3 dias;1;1-até 1 ano;1-Até R$250;1-Até 10%;II;2-R$1519 a R$3000
24209;3-15 a 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;4-30% e mais;I;4-mais de R$4500
24210;4-Mais de 30 dias;1;3-3 a 8 anos;1-Até R$250;1-Até 10%;I;3-R$3000 a R$4500
24211;4-Mais de 30 dias;1;1-até 1 ano;3-R$800 a R$1499;1-Até 10%;I;1-Até  R1518
24212;2-3 a 15 dias;1;4-mais 8 anos;1-Até R$250;3-20% a 30%;I;3-R$3000 a R$4500
24213;4-Mais de 30 dias;1;2-1 a 3 anos;1-Até R$250;4-30% e mais;I;3-R$3000 a R$4500
24214;2-3 a 15 dias;1;4-mais 8 anos;4-R$1500 e mais;1-Até 10%;I;1-Até  R1518
24215;3-15 a 30 dias;1;1-até 1 ano;3-R$800 a R$1499;3-20% a 30%;I;4-mais de R$4500
24216;1-Até 3 dias;0;2-1 a 3 anos;4-R$1500 e mais;3-20% a 30%;IV;2-R$1519 a R$3000
24217;4-Mais de 30 dias;0;4-mais 8 anos;2-R$250 a R$8000;3-20% a 30%;II;3-R$3000 a R$4500
24218;2-3 a 15 dias;1;1-até 1 ano;3-R$800 a R$1499;4-30% e mais;IV;2-R$1519 a R$3000
24219;3-15 a 30 dias;1;2-1 a 3 anos;1-Até R$250;2-10% a 20%;II;2-R$1519 a R$3000
